constraint,cluster,description,shadow_price_unit,shadow_price,shadow_price_input_units,index_0,index_1,index_2,index_3
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-43.32972064184334,-43.32972064184334,lng_terminal,power,IE,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-187.51122873597726,-187.51122873597726,lng_terminal,power,LU,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-190.2706429661689,-190.2706429661689,lng_terminal,power,LV,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-38.45421152189558,-38.45421152189558,lng_terminal,power,NO,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-26.481499938322486,-26.481499938322486,lng_terminal,power,RO,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-36.65879394479905,-36.65879394479905,lng_terminal,power,SE,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-192.0293244284289,-192.0293244284289,lng_terminal,power,SI,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-186.67598748170852,-186.67598748170852,lng_terminal,power,SK,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-237.57571613979394,-237.57571613979394,nuclear,power,AT,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,7.8629193149530465,7.8629193149530465,nuclear,power,CZ,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,162.99909782006526,162.99909782006526,nuclear,power,DK,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,173.43392549380167,173.43392549380167,nuclear,power,EE,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-131.31304949262545,-131.31304949262545,nuclear,power,EL,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-139.33410512282285,-139.33410512282285,nuclear,power,HR,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,199.08145938521636,199.08145938521636,nuclear,power,IE,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-157.67768923334364,-157.67768923334364,nuclear,power,IT,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,113.36931201728373,113.36931201728373,nuclear,power,LT,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-175.13089647918446,-175.13089647918446,nuclear,power,LU,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,142.78146260653637,142.78146260653637,nuclear,power,LV,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,114.76748265614896,114.76748265614896,nuclear,power,NO,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,-209.19382093982898,-209.19382093982898,nuclear,power,PL,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,22.117469301900485,22.117469301900485,nuclear,power,PT,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,149.3067289235445,149.3067289235445,reservoir_hydro,power,DK,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,163.89779547916973,163.89779547916973,reservoir_hydro,power,EE,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,149.43050013203856,149.43050013203856,reservoir_hydro,power,LU,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,149.3067289235445,149.3067289235445,reservoir_hydro,power,NL,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,168.44474732923902,168.44474732923902,run-of-river_hydro,power,DK,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,178.83039683856006,178.83039683856006,run-of-river_hydro,power,EE,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,168.5328453710007,168.5328453710007,run-of-river_hydro,power,LU,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,168.44474732923902,168.44474732923902,run-of-river_hydro,power,NL,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,183.72681014628935,183.72681014628935,run-of-river_hydro,power,NO,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,137.1969921991094,137.1969921991094,wind_offshore,power,AT,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,137.1969921991094,137.1969921991094,wind_offshore,power,CH,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,173.98186904695152,173.98186904695152,wind_offshore,power,CZ,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,156.61224337222302,156.61224337222302,wind_offshore,power,HU,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,95.54864994202097,95.54864994202097,wind_offshore,power,IE,0.0
constraint_technology_capacity_limit_reached,capacity_limit,Technology/node capacity upper bound (limit reached),Euro/GW,156.76643034234985,156.76643034234985,wind_offshore,power,LU,0.0
